Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Acceleration,Cars Prices,Fuel Types,Seats,Torque
Chevrolet,Silverado 1500,5.3L V8 Gasoline,,355,180 km/h,7.0,42795.0,Petrol,6,519.0
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,,401,170 km/h,8.0,41500.0,Petrol,6,629.0
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,,445,160 km/h,8.0,45500.0,Diesel,6,1234.0
Chevrolet,Bolt EV,Single Electric Motor,,200,150 km/h,6.0,27495.0,Electric,5,360.0
Chevrolet,Bolt EUV,Single Electric Motor,,200,150 km/h,7.0,28795.0,Electric,5,360.0
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,,155,200 km/h,9.0,23100.0,Petrol,5,236.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,,250,240 km/h,5.0,33500.0,Petrol,5,353.0
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,,650,318 km/h,3.0,67300.0,Petrol,4,881.0
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,,495,312 km/h,3.0,65895.0,Petrol,2,637.0
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,,355,180 km/h,7.0,61595.0,Petrol,6,519.0
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,,355,180 km/h,7.0,55895.0,Petrol,6,519.0
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,,355,180 km/h,7.0,50895.0,Petrol,6,519.0
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,,181,160 km/h,9.0,48295.0,Diesel,5,500.0
Chevrolet,Traverse Premier,3.6L V6 Gasoline,,310,210 km/h,7.0,46600.0,Petrol,7,360.0
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,,170,200 km/h,8.0,33400.0,Petrol,5,275.0
Chevrolet,Blazer RS,3.6L V6 Gasoline,,308,220 km/h,6.0,48900.0,Petrol,5,366.0
Chevrolet,Bolt EV 2LT,Single Electric Motor,,200,150 km/h,6.0,28795.0,Electric,5,360.0
Chevrolet,Camaro SS,6.2L V8 Gasoline,,455,290 km/h,4.0,43500.0,Petrol,4,617.0
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,,460,290 km/h,3.0,65900.0,Petrol,2,630.0
Chevrolet,Traverse RS,3.6L V6 Gasoline,,310,210 km/h,7.0,43700.0,Petrol,7,360.0
Chevrolet,Blazer Premier,3.6L V6 Gasoline,,308,220 km/h,6.0,45000.0,Petrol,5,366.0
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,,160,210 km/h,8.0,25800.0,Petrol,5,250.0
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,,98,180 km/h,11.0,17595.0,Petrol,5,127.0
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,,137,200 km/h,9.0,24100.0,Petrol,5,220.0
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,,170,200 km/h,8.0,28400.0,Petrol,5,275.0
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,,445,160 km/h,8.0,75700.0,Diesel,6,1234.0
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,,310,190 km/h,6.0,29200.0,Petrol,5,583.0
Chevrolet,Suburban High Country,6.2L V8 Gasoline,,420,200 km/h,7.0,82400.0,Petrol,8,624.0
Chevrolet,Silverado Custom,4.3L V6 Gasoline,,285,180 km/h,8.0,33900.0,Petrol,6,413.0
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,,98,180 km/h,10.0,14395.0,Petrol,5,127.0
Chevrolet,Traverse LT,3.6L V6 Gasoline,,310,210 km/h,7.0,37200.0,Petrol,7,360.0
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,,193,200 km/h,9.0,36100.0,Petrol,5,255.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,,250,240 km/h,5.0,34500.0,Petrol,5,353.0
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,,170,200 km/h,8.0,31900.0,Petrol,5,275.0
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,,285,180 km/h,8.0,34900.0,Petrol,6,413.0
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,,445,160 km/h,8.0,56400.0,Diesel,6,1234.0
Chevrolet,Tahoe RST,5.3L V8 Gasoline,,355,180 km/h,7.0,64100.0,Petrol,7,519.0
Chevrolet,Suburban LT,5.3L V8 Gasoline,,355,180 km/h,5.0,64400.0,Petrol,8,519.0
Chevrolet,Bolt EV Premier,Single Electric Motor,,200,150 km/h,6.0,31700.0,Electric,5,360.0
Chevrolet,Tahoe LS,5.3L V8 Gasoline,,355,180 km/h,7.0,56995.0,Petrol,8,519.0
Chevrolet,Tahoe LT,5.3L V8 Gasoline,,355,180 km/h,7.0,62495.0,Petrol,8,519.0
Chevrolet,Tahoe RST,5.3L V8 Gasoline,,355,180 km/h,7.0,64100.0,Petrol,7,519.0
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,,355,180 km/h,7.0,66700.0,Petrol,7,519.0
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,,420,200 km/h,6.0,71600.0,Petrol,7,624.0
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,,420,200 km/h,6.0,76700.0,Petrol,7,624.0
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,,355,180 km/h,7.0,65500.0,Petrol,8,519.0
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,,420,200 km/h,6.0,70000.0,Petrol,7,624.0
GMC,Terrain,1.5L Turbo 4-cylinder,,175,190 km/h,9.0,29900.0,Petrol,5,275.0
GMC,Acadia,2.0L Turbo 4-cylinder,,228,200 km/h,7.0,36800.0,Petrol,7,350.0
GMC,Yukon,5.3L V8 Gasoline,,355,180 km/h,7.0,57400.0,Petrol,8,519.0
GMC,Yukon XL,6.2L V8 Gasoline,,420,200 km/h,6.0,61100.0,Petrol,8,624.0
GMC,Canyon,2.7L Turbo 4-cylinder,,310,190 km/h,7.0,36900.0,Petrol,5,583.0
GMC,Sierra 1500,5.3L V8 Gasoline,,355,180 km/h,7.0,37100.0,Petrol,6,519.0
GMC,Sierra 2500HD,6.6L V8 Diesel,,401,175 km/h,7.0,43900.0,Diesel,6,629.0
GMC,Sierra 3500HD,6.6L V8 Diesel,,445,175 km/h,7.0,49000.0,Diesel,6,1234.0
GMC,Hummer EV Pickup,Dual-Motor Electric,,625,170 km/h,3.0,108700.0,Electric,5,1000.0
GMC,Hummer EV SUV,Dual-Motor Electric,,625,170 km/h,3.0,105600.0,Electric,5,1000.0
GMC,Yukon Denali,6.2L V8 Gasoline,,420,200 km/h,6.0,72800.0,Petrol,8,624.0
GMC,Sierra Denali,6.2L V8 Gasoline,,420,190 km/h,6.0,66800.0,Petrol,6,624.0
GMC,Terrain AT4,1.5L Turbo 4-cylinder,,175,190 km/h,9.0,36500.0,Petrol,5,275.0
GMC,Acadia AT4,3.6L V6 Gasoline,,310,210 km/h,7.0,41400.0,Petrol,6,366.0
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,,355,180 km/h,7.0,53800.0,Petrol,6,519.0
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,,401,175 km/h,7.0,72200.0,Diesel,6,1234.0
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,,310,190 km/h,7.0,45000.0,Petrol,5,583.0
GMC,Canyon AT4,2.7L Turbo 4-cylinder,,310,190 km/h,7.0,43900.0,Petrol,5,583.0
GMC,Canyon Denali,2.7L Turbo 4-cylinder,,310,190 km/h,7.0,48000.0,Petrol,5,583.0
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,,420,200 km/h,6.0,93800.0,Petrol,8,624.0
GMC,Terrain Denali,1.5L Turbo 4-cylinder,,175,190 km/h,9.0,38600.0,Petrol,5,275.0
GMC,Acadia Denali,3.6L V6 engine,,310,210 km/h,6.0,54300.0,Petrol,7,366.0
GMC,Yukon AT4,5.3L V8 engine,,355,210 km/h,7.0,71505.0,Petrol,8,519.0
GMC,Yukon XL AT4,5.3L V8 engine,,355,210 km/h,7.0,73305.0,Petrol,8,519.0
GMC,Sierra 1500 Elevation,2.7L Turbo engine,,310,180 km/h,7.0,52000.0,Petrol,5,569.0
GMC,Sierra 1500 SLT,5.3L V8 engine,,355,180 km/h,6.0,56000.0,Petrol,5,519.0
GMC,Sierra 2500HD AT4,6.6L V8 engine,,401,170 km/h,7.0,70000.0,Petrol,5,629.0
GMC,Sierra 3500HD AT4,6.6L V8 engine,,401,170 km/h,7.0,72000.0,Petrol,5,629.0
GMC,Canyon Elevation,2.5L I4 engine,,200,175 km/h,8.0,36300.0,Petrol,5,259.0
GMC,Canyon Denali Black Edition,3.6L V6 engine,,308,180 km/h,6.0,44000.0,Petrol,5,373.0
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,,420,200 km/h,5.0,80000.0,Petrol,5,624.0
GMC,Yukon XL Denali Reserve,6.2L V8 engine,,420,210 km/h,6.0,82000.0,Petrol,7,624.0
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,,170,200 km/h,9.0,28700.0,Petrol,5,275.0
GMC,Acadia Black Edition,3.6L V6 engine,,310,210 km/h,6.0,45000.0,Petrol,7,366.0
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",,830,170 km/h,3.0,96550.0,Electric,5,15590.0
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",,1,170 km/h,3.0,96550.0,Electric,5,15590.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,,420,200 km/h,5.0,65000.0,Petrol,5,624.0
GMC,Yukon Denali Performance,6.2L V8 engine,,420,210 km/h,6.0,76805.0,Petrol,8,624.0
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,,401,170 km/h,7.0,75000.0,Petrol,5,629.0
GMC,Canyon AT4X,3.6L V6 engine,,308,180 km/h,6.0,50000.0,Petrol,5,373.0
GMC,Yukon XL SLT,5.3L V8 engine,,355,210 km/h,7.0,65000.0,Petrol,8,519.0
GMC,Sierra 1500 Pro,4.3L V6 engine,,285,180 km/h,7.0,37700.0,Petrol,3,413.0
GMC,Sierra 2500HD Pro,6.6L V8 engine,,401,170 km/h,7.0,60000.0,Petrol,3,629.0
GMC,Sierra 3500HD Pro,6.6L V8 engine,,401,170 km/h,7.0,62000.0,Petrol,3,629.0
GMC,Terrain SLT,1.5L Turbocharged I4 engine,,170,200 km/h,9.0,31000.0,Petrol,5,275.0
GMC,Acadia SLE,3.6L V6 engine,,310,210 km/h,6.0,40000.0,Petrol,7,366.0
GMC,Canyon SLT,2.5L I4 engine,,200,175 km/h,8.0,38000.0,Petrol,5,259.0
GMC,Yukon XL Elevation,5.3L V8 engine,,355,210 km/h,7.0,75000.0,Petrol,8,519.0
GMC,Sierra 1500 AT4X,6.2L V8 engine,,420,200 km/h,5.0,82000.0,Petrol,5,624.0
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",,830,170 km/h,3.0,110000.0,Electric,5,15590.0
GMC,Sierra EV Denali,Electric motors with advanced AWD,,754,170 km/h,4.0,108700.0,Electric,5,1064.0
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",,1,170 km/h,3.0,112700.0,Electric,5,15590.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,,308,180 km/h,6.0,55000.0,Petrol,5,373.0
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,,420,210 km/h,6.0,90000.0,Petrol,8,624.0
GMC,Sierra HD Denali Reserve,6.6L V8 engine,,401,170 km/h,7.0,85000.0,Petrol,5,629.0
GMC,Acadia Denali Ultimate,3.6L V6 engine,,310,210 km/h,6.0,60000.0,Petrol,7,366.0
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,,170,200 km/h,9.0,35000.0,Petrol,5,275.0
GMC,Yukon Trailering Edition,5.3L V8 engine,,355,210 km/h,7.0,78000.0,Petrol,8,519.0
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",,830,170 km/h,3.0,105000.0,Electric,5,15590.0
Kia,Rio,1.6L 4-Cylinder,,120,180 km/h,10.0,17000.0,Petrol,5,151.0
Kia,Rio 5-Door,1.6L 4-Cylinder,,120,180 km/h,10.0,18000.0,Petrol,5,151.0
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,,175,210 km/h,7.0,28000.0,Petrol,5,264.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,,360,250 km/h,5.0,55000.0,Hybrid,5,520.0
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,,277,220 km/h,7.0,42000.0,Petrol,7,421.0
Kia,Telluride SX,3.8L V6,,291,240 km/h,7.0,50000.0,Petrol,7,355.0
Kia,Forte LXS,2.0L 4-Cylinder,,147,190 km/h,9.0,19000.0,Petrol,5,179.0
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,,180,220 km/h,7.0,28500.0,Petrol,5,264.0
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,,139,180 km/h,10.0,33000.0,Hybrid,5,265.0
Kia,EV6 Wind,Electric Motor,,225,190 km/h,5.0,50000.0,Electric,5,350.0
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,,201,200 km/h,6.0,28000.0,Petrol,5,264.0
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,,175,210 km/h,7.0,28500.0,Petrol,5,264.0
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,,300,270 km/h,5.0,55000.0,Petrol,5,422.0
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,,227,200 km/h,7.0,47000.0,Hybrid,7,352.0
Kia,Carnival EX,3.5L V6,,290,220 km/h,8.0,42500.0,Petrol,8,355.0
Kia,Telluride Nightfall Edition,3.8L V6,,291,240 km/h,7.0,51000.0,Petrol,7,355.0
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,,225,210 km/h,7.0,44000.0,Hybrid,5,360.0
Kia,EV6 First Edition,Electric Motor,,320,230 km/h,5.0,58000.0,Electric,5,450.0
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,,139,180 km/h,10.0,33000.0,Hybrid,5,265.0
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,,201,200 km/h,6.0,25000.0,Petrol,5,264.0
Kia,Seltos EX,2.0L 4-Cylinder,,146,190 km/h,9.0,23500.0,Petrol,5,179.0
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,,225,210 km/h,7.0,42000.0,Hybrid,5,360.0
Kia,Sorento LX,2.5L 4-Cylinder,,191,210 km/h,8.0,35500.0,Petrol,7,246.0
Kia,Telluride EX,3.8L V6,,291,240 km/h,7.0,44000.0,Petrol,7,355.0
Kia,Soul EX,2.0L 4-Cylinder,,147,190 km/h,9.0,22000.0,Petrol,5,179.0
Kia,Forte FE,2.0L 4-Cylinder,,147,190 km/h,9.0,18500.0,Petrol,5,179.0
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,,180,220 km/h,7.0,29000.0,Petrol,5,264.0
Kia,Carnival LXS,3.5L V6,,290,220 km/h,8.0,39500.0,Petrol,8,355.0
Kia,EV6 Light,Electric Motor,,225,190 km/h,5.0,46000.0,Electric,5,350.0
Kia,Niro EX,1.6L 4-Cylinder Hybrid,,139,180 km/h,10.0,30000.0,Hybrid,5,265.0
Kia,Stinger GT,3.3L Turbocharged V6,,365,270 km/h,4.0,51500.0,Petrol,5,510.0
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,,227,200 km/h,7.0,48000.0,Hybrid,7,352.0
Kia,Telluride SX Prestige,3.8L V6,,291,240 km/h,7.0,52000.0,Petrol,7,355.0
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,,300,235 km/h,6.0,47000.0,Hybrid,5,520.0
Kia,EV6 GT Performance,Electric Motor,,577,260 km/h,3.0,65000.0,Electric,5,740.0
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,,139,180 km/h,10.0,34500.0,Hybrid,5,265.0
Kia,Carnival SX Prestige,3.5L V6,,290,220 km/h,8.0,47000.0,Petrol,8,355.0
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,,175,210 km/h,7.0,32000.0,Petrol,5,264.0
Kia,Forte EX Premium,2.0L 4-Cylinder,,147,190 km/h,9.0,22500.0,Petrol,5,179.0
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,,147,190 km/h,9.0,23500.0,Petrol,5,179.0
Kia,Rio S,1.6L 4-Cylinder,,120,180 km/h,10.0,17500.0,Petrol,5,151.0
Kia,Rio 5-Door S,1.6L 4-Cylinder,,120,180 km/h,10.0,18000.0,Petrol,5,151.0
Kia,Soul S,2.0L 4-Cylinder,,147,190 km/h,9.0,20500.0,Petrol,5,179.0
Kia,Seltos LX,2.0L 4-Cylinder,,146,190 km/h,9.0,23000.0,Petrol,5,179.0
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,,300,235 km/h,6.0,45000.0,Hybrid,5,520.0
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,,227,200 km/h,7.0,47000.0,Hybrid,7,352.0
Kia,Telluride LX,3.8L V6,,291,240 km/h,7.0,41500.0,Petrol,7,355.0
Kia,Carnival MPV EX,3.5L V6,,290,220 km/h,8.0,43500.0,Petrol,8,355.0
Kia,EV6 AWD GT-Line,Electric Motor,,320,230 km/h,5.0,60000.0,Electric,5,450.0
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,,201,200 km/h,6.0,25500.0,Petrol,5,264.0
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,,147,190 km/h,9.0,23000.0,Petrol,5,179.0
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,,175,210 km/h,7.0,30000.0,Petrol,5,264.0
Peugeot,e-2008 GT,Electric Motor,,136,200 km/h,8.0,40000.0,Electric,5,260.0
Kia,Telluride Limited Edition,3.8L V6,,291,240 km/h,7.0,53000.0,Petrol,7,355.0
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,,300,270 km/h,5.0,50000.0,Petrol,5,422.0
Kia,Carnival Special Edition,3.5L V6,,290,220 km/h,8.0,45500.0,Petrol,8,355.0
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,,139,180 km/h,10.0,36000.0,Hybrid,5,265.0
Kia,EV6 First Edition AWD,Electric Motor,,320,230 km/h,5.0,62000.0,Electric,5,450.0
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,,227,200 km/h,7.0,49000.0,Hybrid,7,352.0
Kia,Forte Limited Edition,2.0L 4-Cylinder,,147,190 km/h,9.0,22500.0,Petrol,5,179.0
Bugatti,Chiron,8.0L Quad-Turbo W16,,1500,420 km/h,2.0,3000000.0,Petrol,2,1600.0
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,,1500,350 km/h,2.0,3300000.0,Petrol,2,1600.0
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,,1600,490 km/h,2.0,3500000.0,Petrol,2,1600.0
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,,1500,420 km/h,2.0,3300000.0,Petrol,2,1600.0
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,,1500,420 km/h,2.0,3300000.0,Petrol,2,1600.0
Bugatti,Divo,8.0L Quad-Turbo W16,,1500,380 km/h,2.0,5800000.0,Petrol,2,1600.0
Bugatti,Centodieci,8.0L Quad-Turbo W16,,1600,380 km/h,2.0,9000000.0,Petrol,2,1600.0
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,,1500,420 km/h,2.0,18000000.0,Petrol,2,1600.0
Bugatti,Bolide,8.0L Quad-Turbo W16,,1850,500 km/h,2.0,4500000.0,Petrol,2,1600.0
Bugatti,Mistral,8.0L Quad-Turbo W16,,1600,420 km/h,2.0,5000000.0,Petrol,2,1600.0
Volvo,Volvo FH,13.0L I6 Turbo Diesel,,540,120 km/h,15.0,120000.0,Diesel,2,2600.0
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,,750,120 km/h,14.0,160000.0,Diesel,2,3500.0
Volvo,Volvo FM,12.8L I6 Turbo Diesel,,460,110 km/h,16.0,100000.0,Diesel,2,2200.0
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,,500,110 km/h,16.0,110000.0,Diesel,2,2500.0
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,,500,120 km/h,15.0,125000.0,Diesel,2,2400.0
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,,400,110 km/h,17.0,95000.0,Diesel,2,1800.0
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,,500,100 km/h,18.0,120000.0,Diesel,2,2500.0
Volvo,Volvo FE,7.7L I6 Turbo Diesel,,280,90 km/h,20.0,85000.0,Diesel,2,1200.0
Volvo,Volvo FL,5.1L I4 Turbo Diesel,,180,80 km/h,22.0,75000.0,Diesel,2,800.0
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,,335,260 km/h,5.0,70000.0,Petrol,2,450.0
Jaguar Land Rover,Jaguar XE,I4 Petrol,,250,250 km/h,6.0,45000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar XF,I4 Petrol,,250,250 km/h,6.0,50000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar XJ,V6 Petrol,,300,250 km/h,6.0,85000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,,200,230 km/h,7.0,50000.0,Petrol,5,430.0
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),,400,200 km/h,4.0,70000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,,250,230 km/h,7.0,55000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,,160,215 km/h,9.0,40000.0,Petrol,5,215.0
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,,340,250 km/h,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,,340,250 km/h,5.0,60000.0,Petrol,5,450.0
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,,575,320 km/h,3.0,120000.0,Petrol,2,700.0
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),,400,200 km/h,4.0,85000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,,550,283 km/h,4.0,85000.0,Petrol,5,700.0
Jaguar Land Rover,Jaguar XE S,I4 Petrol,,340,250 km/h,5.0,55000.0,Petrol,5,450.0
Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,,340,250 km/h,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,,300,250 km/h,6.0,90000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,,550,300 km/h,3.0,110000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,,200,230 km/h,7.0,50000.0,Petrol,5,430.0
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),,400,200 km/h,4.0,90000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,,550,300 km/h,3.0,100000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,,300,250 km/h,5.0,70000.0,Petrol,2,400.0
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,,300,250 km/h,5.0,55000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,,250,250 km/h,6.0,60000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),,400,200 km/h,4.0,85000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,,247,225 km/h,6.0,60000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,,246,230 km/h,6.0,55000.0,Petrol,5,430.0
Jaguar Land Rover,Jaguar XJ50,V6 Petrol,,300,250 km/h,6.0,80000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,,550,300 km/h,3.0,100000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,,340,250 km/h,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar XE SE,I4 Petrol,,250,240 km/h,6.0,50000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,,380,280 km/h,4.0,80000.0,Petrol,2,460.0
Jaguar Land Rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,,300,250 km/h,5.0,55000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,,340,250 km/h,5.0,60000.0,Petrol,5,450.0
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,,550,300 km/h,3.0,100000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),,400,200 km/h,4.0,85000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,,340,250 km/h,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,,510,280 km/h,4.0,90000.0,Petrol,5,625.0
Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,,450,290 km/h,4.0,90000.0,Petrol,2,600.0
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,,398,220 km/h,5.0,75000.0,Plug-in Hybrid,5,640.0
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,,300,250 km/h,5.0,60000.0,Petrol,2,400.0
Acura,NSX Type S,Twin-Turbo V6 Hybrid,,600,307 km/h,2.0,157000.0,Hybrid,2,666.0
Acura,TLX PMC Edition,V6,,290,250 km/h,5.0,62000.0,Petrol,5,362.0
Acura,MDX Advance,V6,,290,190 km/h,6.0,60000.0,Petrol,7,362.0
Acura,RDX Technology,I4 Turbocharged,,272,210 km/h,6.0,45000.0,Petrol,5,400.0
Acura,ILX Premium,I4,,201,200 km/h,6.0,30000.0,Petrol,5,180.0
Acura,TLX A-Spec,V6,,290,250 km/h,5.0,50000.0,Petrol,5,362.0
Acura,RDX SH-AWD,I4 Turbocharged,,272,210 km/h,6.0,50000.0,Petrol,5,400.0
Acura,MDX SH-AWD,V6,,290,190 km/h,6.0,55000.0,Petrol,7,362.0
Acura,RDX Platinum Elite,I4 Turbocharged,,272,210 km/h,6.0,55000.0,Petrol,5,400.0
Acura,TLX A-Spec Sedan,V6,,290,250 km/h,5.0,50000.0,Petrol,5,362.0
Acura,TLX 2.4L,Inline-4,,206,210 km/h,6.0,35000.0,Petrol,5,247.0
Acura,MDX Hybrid,V6 Hybrid,,321,190 km/h,6.0,55000.0,Hybrid,7,335.0
Acura,RDX Hybrid,Inline-4 Hybrid,,247,210 km/h,6.0,50000.0,Hybrid,5,400.0
