Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Acceleration,Cars Prices,Fuel Types,Seats,Torque
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,,550,354 km/h,3.0,1000000.0,Petrol,2,637.0
Nissan,Figaro,1.0L Turbo Inline-4,,76,170 km/h,12.0,20000.0,Petrol,4,103.0
Nissan,Hardbody Truck,2.4L Inline-4,,134,160 km/h,10.0,25000.0,Petrol,5,206.0
Nissan,Atlas,3.0L Inline-4 Diesel,,130,130 km/h,18.0,35000.0,Diesel,3,300.0
Nissan,Clipper,660cc Inline-3,,48,110 km/h,18.0,10000.0,Petrol,4,62.0
Nissan,NV200,2.0L Inline-4,,131,140 km/h,14.0,28000.0,Petrol,7,188.0
Nissan,Violet,1.8L Inline-4,,85,155 km/h,13.0,18000.0,Petrol,5,130.0
Nissan,Bluebird Z,2.0L Inline-4,,140,190 km/h,11.0,23000.0,Petrol,5,180.0
Nissan,Stanza Wagon,2.4L Inline-4,,138,160 km/h,12.0,22000.0,Petrol,7,205.0
Nissan,180SX,2.0L Turbo Inline-4,,205,240 km/h,6.0,35000.0,Petrol,4,275.0
Nissan,Sunny California,1.6L Inline-4,,110,170 km/h,11.0,18000.0,Petrol,5,140.0
Nissan,Patrol Warrior,5.6L V8,,428,205 km/h,6.0,95000.0,Petrol,7,580.0
Nissan,Pathfinder Armada Platinum,5.6L V8,,400,190 km/h,6.0,70000.0,Petrol,7,560.0
Nissan,Rogue Sport SL,2.0L Inline-4,,141,190 km/h,9.0,32000.0,Petrol,5,195.0
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,,204,190 km/h,8.0,46000.0,Hybrid,5,305.0
Nissan,Qashqai e-Power,1.5L Hybrid,,187,200 km/h,7.0,40000.0,Hybrid,5,330.0
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,,565,315 km/h,2.0,220000.0,Petrol,2,637.0
Nissan,Infiniti M45*,4.5L V8,,325,250 km/h,5.0,50000.0,Petrol,5,451.0
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,,400,250 km/h,4.0,75000.0,Petrol,5,475.0
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,,389,200 km/h,5.0,70000.0,Electric,5,600.0
Nissan,Patrol Legend Edition,5.6L V8,,428,205 km/h,6.0,95000.0,Petrol,7,580.0
Nissan,Datsun 240Z (Classic),2.4L Inline-6,,151,210 km/h,8.0,45000.0,Petrol,2,198.0
Nissan,100NX,1.6L Inline-4,,110,185 km/h,9.0,18000.0,Petrol,4,135.0
Nissan,Cedric Special Edition,3.0L V6,,250,225 km/h,8.0,60000.0,Petrol,5,330.0
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,,300,250 km/h,5.0,55000.0,Petrol,4,384.0
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,,250,240 km/h,5.0,35000.0,Petrol,4,300.0
Nissan,NV400,2.3L Inline-4 Diesel,,135,150 km/h,15.0,40000.0,Diesel,3,360.0
Nissan,Titan Warrior,5.6L V8,,400,180 km/h,7.0,55000.0,Petrol,5,560.0
Nissan,Caravan Coach,2.5L Inline-4 Diesel,,127,140 km/h,14.0,30000.0,Diesel,7,260.0
Nissan,Serena e-Power,1.2L Hybrid,,134,160 km/h,12.0,35000.0,Hybrid,7,320.0
Nissan,Elgrand,3.5L V6,,280,200 km/h,8.0,50000.0,Petrol,7,344.0
Nissan,Datsun 510,1.6L Inline-4,,96,175 km/h,10.0,25000.0,Petrol,4,135.0
Nissan,Prairie,2.0L Inline-4,,120,175 km/h,11.0,18000.0,Petrol,5,170.0
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,,230,225 km/h,6.0,30000.0,Petrol,5,280.0
Nissan,Almera Tino,1.8L Inline-4,,114,180 km/h,12.0,15000.0,Petrol,5,160.0
Nissan,Lucino,1.6L Inline-4,,115,185 km/h,10.0,12000.0,Petrol,5,150.0
Nissan,Rasheen,1.5L Inline-4,,105,165 km/h,13.0,10000.0,Petrol,5,135.0
Nissan,Mistral,2.7L Turbo Diesel,,125,160 km/h,12.0,25000.0,Diesel,7,260.0
Nissan,Patrol Y60,4.2L Inline-6,,155,160 km/h,12.0,45000.0,Diesel,7,330.0
Nissan,X-Trail GT,2.0L Turbo Inline-4,,280,215 km/h,6.0,38000.0,Petrol,5,310.0
Nissan,Terrano Regulus,3.3L V6,,170,175 km/h,10.0,28000.0,Petrol,5,290.0
Nissan,President,4.5L V8,,280,210 km/h,7.0,70000.0,Petrol,5,400.0
Nissan,Cima,4.1L V8,,270,210 km/h,8.0,60000.0,Petrol,5,390.0
Nissan,Leopard J. Ferie,3.0L V6 Turbo,,255,215 km/h,6.0,45000.0,Petrol,5,340.0
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,,255,220 km/h,6.0,50000.0,Petrol,5,340.0
Nissan,Infiniti Q45*,4.5L V8,,340,240 km/h,6.0,50000.0,Petrol,5,450.0
Nissan,Datsun 240Z,2.4L Inline-6,,151,210 km/h,8.0,45000.0,Petrol,2,198.0
Nissan,280ZX,2.8L Inline-6,,145,205 km/h,9.0,35000.0,Petrol,2,210.0
Nissan,Silvia S13,1.8L Turbo Inline-4,,175,215 km/h,6.0,20000.0,Petrol,4,230.0
Nissan,200SX,2.0L Turbo Inline-4,,200,225 km/h,7.0,25000.0,Petrol,4,260.0
Nissan,NX Coupe,1.8L Inline-4,,140,200 km/h,9.0,18000.0,Petrol,4,180.0
Nissan,NV2500,4.0L V6,,261,160 km/h,10.0,36000.0,Petrol,2,385.0
Nissan,NV3500,5.6L V8,,375,170 km/h,9.0,42000.0,Petrol,2,525.0
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,,150,140 km/h,15.0,35000.0,Diesel,3,350.0
Porsche,Panamera,2.9L V6 Twin Turbo,,330,270 km/h,5.0,88000.0,Petrol,4,450.0
Porsche,Panamera 4,2.9L V6 Twin Turbo,,330,270 km/h,5.0,92000.0,Petrol,4,450.0
Porsche,Panamera 4S,2.9L V6 Twin Turbo,,440,289 km/h,4.0,105000.0,Petrol,4,550.0
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,,620,315 km/h,3.0,180000.0,Petrol,4,820.0
Porsche,Panamera GTS,4.0L V8 Twin Turbo,,473,300 km/h,3.0,130000.0,Petrol,4,620.0
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,,330,270 km/h,5.0,102000.0,Petrol,4,450.0
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,,455,280 km/h,4.0,115000.0,Hybrid (Petrol),4,700.0
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,,455,280 km/h,4.0,120000.0,Hybrid (Petrol),4,700.0
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,,690,315 km/h,3.0,190000.0,Hybrid (Petrol),4,870.0
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,,330,270 km/h,5.0,95000.0,Petrol,4,450.0
Porsche,Cayenne,3.0L V6 Turbo,,335,245 km/h,5.0,80000.0,Petrol,5,450.0
Porsche,Cayenne Coupe,3.0L V6 Turbo,,335,245 km/h,6.0,85000.0,Petrol,5,450.0
Porsche,Cayenne S,2.9L V6 Twin Turbo,,434,265 km/h,5.0,95000.0,Petrol,5,550.0
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,,541,286 km/h,4.0,130000.0,Petrol,5,770.0
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,,453,270 km/h,4.0,110000.0,Petrol,5,620.0
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,,670,295 km/h,3.0,170000.0,Hybrid (Petrol),5,900.0
Porsche,Macan,2.0L I4 Turbo,,261,232 km/h,6.0,60000.0,Petrol,5,400.0
Porsche,Macan S,2.9L V6 Twin Turbo,,375,259 km/h,4.0,75000.0,Petrol,5,520.0
Porsche,Macan GTS,2.9L V6 Twin Turbo,,434,272 km/h,4.0,85000.0,Petrol,5,550.0
Porsche,Macan T,2.0L I4 Turbo,,261,232 km/h,6.0,65000.0,Petrol,5,400.0
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,,379,293 km/h,4.0,110000.0,Petrol,4,450.0
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,,443,308 km/h,3.0,131300.0,Petrol,4,528.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,,379,293 km/h,4.0,106500.0,Petrol,4,450.0
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,,443,306 km/h,3.0,113300.0,Petrol,4,528.0
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,,379,289 km/h,4.0,121300.0,Petrol,4,450.0
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,,572,320 km/h,2.0,197200.0,Petrol,4,750.0
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,,640,330 km/h,2.0,230400.0,Petrol,4,800.0
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,,502,318 km/h,3.0,161100.0,Petrol,2,469.0
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,,518,296 km/h,3.0,241300.0,Petrol,2,465.0
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,,473,240 km/h,3.0,222000.0,Petrol,2,570.0
Porsche,Taycan,Dual Electric Motors,,402,230 km/h,5.0,86700.0,Electric,4,344.0
Porsche,Taycan 4S,Dual Electric Motors,,522,250 km/h,4.0,103800.0,Electric,4,640.0
Porsche,Taycan Turbo,Dual Electric Motors,,670,260 km/h,3.0,150900.0,Electric,4,850.0
Porsche,Taycan Turbo S,Dual Electric Motors,,750,260 km/h,2.0,185000.0,Electric,4,1050.0
Porsche,Taycan GTS,Dual Electric Motors,,590,250 km/h,3.0,132750.0,Electric,4,850.0
Porsche,Taycan Cross Turismo,Dual Electric Motors,,469,220 km/h,4.0,97700.0,Electric,5,500.0
Porsche,Taycan Sport Turismo,Dual Electric Motors,,509,240 km/h,4.0,104000.0,Electric,5,650.0
Porsche,718 Cayman,2.0L Turbocharged Flat-4,,300,275 km/h,4.0,63400.0,Petrol,2,380.0
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,,350,285 km/h,4.0,75400.0,Petrol,2,420.0
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,,414,302 km/h,4.0,100200.0,Petrol,2,420.0
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,,493,315 km/h,3.0,141700.0,Petrol,2,450.0
Porsche,718 Boxster,2.0L Turbo Flat-4,,300,275 km/h,4.0,65500.0,Petrol,2,380.0
Porsche,718 Boxster T,2.0L Turbo Flat-4,,300,275 km/h,4.0,69600.0,Petrol,2,380.0
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,,394,293 km/h,4.0,90300.0,Petrol,2,430.0
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,,414,301 km/h,4.0,98300.0,Petrol,2,420.0
Porsche,Panamera Base,2.9L Twin-Turbo V6,,325,265 km/h,5.0,92300.0,Petrol,4,450.0
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,,462,280 km/h,4.0,113300.0,Hybrid,4,700.0
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,,325,265 km/h,5.0,101400.0,Petrol,4,450.0
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,,690,315 km/h,3.0,200200.0,Hybrid,4,870.0
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,,560,295 km/h,3.0,128900.0,Hybrid,4,750.0
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,,325,265 km/h,5.0,98300.0,Petrol,4,450.0
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,,473,300 km/h,3.0,136900.0,Petrol,4,620.0
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,,550,306 km/h,3.0,175200.0,Petrol,4,770.0
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,,570,310 km/h,3.0,290000.0,Petrol,4,800.0
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,,443,289 km/h,4.0,105000.0,Petrol,4,550.0
Porsche,Macan Base,2.0L Turbo Inline-4,,265,232 km/h,6.0,58000.0,Petrol,5,400.0
Porsche,Macan T,2.0L Turbo Inline-4,,265,233 km/h,6.0,63000.0,Petrol,5,400.0
Porsche,Macan S,2.9L Twin-Turbo V6,,375,259 km/h,4.0,70400.0,Petrol,5,520.0
Porsche,Macan GTS,2.9L Twin-Turbo V6,,434,272 km/h,4.0,82900.0,Petrol,5,550.0
Porsche,Macan EV ,Dual Electric Motors,,603,240 km/h,4.0,85000.0,Electric,5,750.0
Porsche,Cayenne Base,3.0L Turbocharged V6,,335,245 km/h,5.0,72200.0,Petrol,5,450.0
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,,455,253 km/h,4.0,91000.0,Hybrid,5,700.0
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,,434,263 km/h,4.0,94300.0,Petrol,4,550.0
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,,631,300 km/h,3.0,182150.0,Petrol,4,850.0
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,,335,245 km/h,5.0,79000.0,Petrol,5,450.0
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,,670,295 km/h,3.0,167800.0,Hybrid,4,900.0
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,,453,270 km/h,4.0,111200.0,Petrol,4,620.0
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,,262,221 km/h,7.0,69000.0,Diesel,5,580.0
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,,380,242 km/h,6.0,85500.0,Hybrid,5,580.0
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,,728,295 km/h,3.0,182900.0,Hybrid,4,950.0
Porsche,Taycan Base,Dual Electric Motors,,321,230 km/h,5.0,86700.0,Electric,4,345.0
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,,237,250 km/h,6.0,34395.0,Petrol,5,350.0
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,,325,260 km/h,4.0,46595.0,Petrol,5,500.0
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,,237,240 km/h,6.0,38195.0,Petrol,5,350.0
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,,360,250 km/h,4.0,50995.0,Petrol,5,550.0
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,,375,240 km/h,5.0,94800.0,Electric,4,500.0
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,,590,250 km/h,3.0,139400.0,Electric,4,620.0
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,,375,230 km/h,5.0,90500.0,Electric,4,500.0
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,,590,250 km/h,3.0,136700.0,Electric,4,620.0
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,,750,260 km/h,2.0,190000.0,Electric,4,1050.0
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,,379,293 km/h,4.0,106100.0,Petrol,4,450.0
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,,443,304 km/h,3.0,129900.0,Petrol,4,530.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,,379,293 km/h,4.0,113300.0,Petrol,4,450.0
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,,473,311 km/h,3.0,137000.0,Petrol,4,570.0
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,,473,307 km/h,3.0,157300.0,Petrol,4,570.0
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,,572,320 km/h,2.0,184100.0,Petrol,4,750.0
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,,640,330 km/h,2.0,207000.0,Petrol,4,800.0
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,,502,318 km/h,3.0,170000.0,Petrol,2,470.0
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,,525,296 km/h,3.0,223800.0,Petrol,2,465.0
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,,473,240 km/h,3.0,222000.0,Petrol,4,570.0
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,,473,311 km/h,3.0,145300.0,Petrol,4,570.0
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,,379,289 km/h,4.0,135500.0,Petrol,4,450.0
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,,607,330 km/h,2.0,258000.0,Petrol,4,750.0
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,,700,340 km/h,2.0,293200.0,Petrol,2,750.0
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,,510,290 km/h,3.0,245000.0,Petrol,1,470.0
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,,500,315 km/h,3.0,222000.0,Petrol,2,450.0
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,,515,296 km/h,3.0,750000.0,Petrol,1,480.0
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,,379,293 km/h,4.0,116000.0,Petrol,4,450.0
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,,572,318 km/h,3.0,191300.0,Petrol,4,750.0
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,,473,240 km/h,3.0,233000.0,Petrol,4,570.0
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,,86,170 km/h,13.0,8200.0,Petrol,5,113.0
Tata Motors,Tiago EV,Permanent Magnet Synchronous,,74,120 km/h,5.0,11000.0,Electric,5,114.0
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,,86,170 km/h,12.0,10400.0,Petrol/Diesel,5,113.0
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,,86,170 km/h,12.0,11300.0,Petrol,5,113.0
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,,110,180 km/h,10.0,12000.0,Petrol,5,140.0
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,,86,165 km/h,12.0,11800.0,CNG/Petrol,5,113.0
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,,86,170 km/h,13.0,9200.0,Petrol,5,113.0
Tata Motors,Nano GenX,624cc MPFI,,37,105 km/h,29.0,4000.0,Petrol,4,51.0
Tata Motors,Indica eV2,1.4L CR4 Diesel,,70,155 km/h,16.0,6200.0,Diesel,5,140.0
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,,65,140 km/h,16.0,5000.0,Petrol,5,100.0
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,,86,170 km/h,13.0,9400.0,Petrol,5,113.0
Tata Motors,Tigor EV,Permanent Magnet Synchronous,,74,120 km/h,5.0,14500.0,Electric,5,114.0
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,,75,165 km/h,15.0,8700.0,Diesel/Petrol,5,190.0
Tata Motors,Indigo eCS,1.4L CR4 Diesel,,70,155 km/h,16.0,6500.0,Diesel,5,140.0
Cadillac,Escalade,6.2L V8 Gasoline,,420,210 km/h,6.0,79295.0,Petrol,7,624.0
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,,70,150 km/h,17.0,8300.0,Diesel/Petrol,5,135.0
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,,75,160 km/h,14.0,9000.0,Diesel/Petrol,5,200.0
Tata Motors,Indigo LX,1.4L CR4 Diesel,,70,150 km/h,17.0,7000.0,Diesel,5,140.0
Tata Motors,Indigo GLX,1.4L MPFI Petrol,,85,160 km/h,15.0,7200.0,Petrol,5,115.0
Cadillac,Escalade ESV,6.2L V8 Gasoline,,420,205 km/h,6.0,82295.0,Petrol,7,624.0
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,,118,180 km/h,10.0,14000.0,Petrol/Diesel,5,170.0
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,,143,140 km/h,9.0,25000.0,Electric,5,250.0
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,,168,180 km/h,11.0,23000.0,Diesel,5,350.0
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,,168,180 km/h,11.0,25500.0,Diesel,7,350.0
Tata Motors,Punch,1.2L Revotron Petrol,,86,160 km/h,16.0,10500.0,Petrol,5,113.0
Tata Motors,Hexa,2.2L Varicor Diesel,,154,180 km/h,12.0,20000.0,Diesel,7,400.0
Tata Motors,Aria,2.2L Dicor Diesel,,138,162 km/h,13.0,19000.0,Diesel,7,320.0
Tata Motors,Sumo Gold,3.0L CR4 Diesel,,85,125 km/h,17.0,15000.0,Diesel,7,250.0
Tata Motors,Sumo Grande,2.2L Dicor Diesel,,118,140 km/h,15.0,16500.0,Diesel,7,250.0
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,,129,120 km/h,9.0,22000.0,Electric,5,245.0
Tata Motors,Tiago EV,Permanent Magnet Synchronous,,74,120 km/h,5.0,11000.0,Electric,5,114.0
Tesla,Model S,Dual Electric Motors,,670,250 km/h,3.0,88490.0,Electric,5,967.0
Tesla,Model S Plaid,Tri Electric Motors,,1,322 km/h,2.0,108490.0,Electric,5,1400.0
Tesla,Model 3,Single Electric Motor (RWD),,283,225 km/h,5.0,40240.0,Electric,5,420.0
Tesla,Model 3 Performance,Dual Electric Motors (AWD),,450,261 km/h,3.0,53240.0,Electric,5,660.0
Tesla,Model X,Dual Electric Motors (AWD),,670,250 km/h,3.0,98490.0,Electric,7,967.0
Tesla,Model X Plaid,Tri Electric Motors,,1,262 km/h,2.0,113490.0,Electric,6,1400.0
Tesla,Model Y,Single Electric Motor (RWD),,346,217 km/h,5.0,47490.0,Electric,5,498.0
Tesla,Model Y Long Range,Dual Electric Motors (AWD),,384,217 km/h,4.0,50490.0,Electric,5,559.0
Tesla,Cybertruck,Tri Electric Motors,,800,209 km/h,2.0,69900.0,Electric,6,1355.0
Tesla,Roadster 2,Quad Electric Motors,,1,402 km/h,1.0,200000.0,Electric,4,10000.0
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,,285,180 km/h,6.0,35195.0,Petrol,4,353.0
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,,270,180 km/h,7.0,42100.0,Petrol,4,400.0
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,,293,209 km/h,7.0,41530.0,Petrol,5,352.0
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,,293,209 km/h,7.0,43530.0,Petrol,7,352.0
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,,180,195 km/h,8.0,37695.0,Petrol,5,230.0
Jeep,Compass,2.0L Turbo Gasoline,,200,200 km/h,7.0,31590.0,Petrol,5,320.0
Jeep,Renegade,1.3L Turbo I4 Gasoline,,177,200 km/h,8.0,28345.0,Petrol,5,285.0
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,,285,177 km/h,8.0,38775.0,Petrol,5,353.0
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,,392,190 km/h,7.0,63595.0,Petrol,8,548.0
Jeep,Grand Wagoneer,6.4L V8 Gasoline,,471,190 km/h,6.0,91495.0,Petrol,8,617.0
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,,375,210 km/h,6.0,59865.0,Hybrid,5,637.0
Jeep,Wrangler 4xe,2.0L Turbo PHEV,,375,180 km/h,6.0,50695.0,Hybrid,5,637.0
Jeep,Compass 4xe,1.3L Turbo PHEV,,240,200 km/h,7.0,46500.0,Hybrid,5,270.0
Jeep,Renegade 4xe,1.3L Turbo PHEV,,240,200 km/h,7.0,44500.0,Hybrid,5,270.0
Mazda,Mazda2,1.5L 4-Cylinder,,108,180 km/h,10.0,17000.0,Petrol,5,142.0
Jeep,Wagoneer S (Electric),Dual Electric Motors,,600,177 km/h,4.0,80000.0,Electric,5,850.0
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,,285,177 km/h,8.0,51570.0,Petrol,5,353.0
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,,357,190 km/h,7.0,66575.0,Petrol,5,529.0
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,,271,195 km/h,7.0,41295.0,Petrol,5,324.0
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,,470,160 km/h,4.0,82495.0,Petrol,4,637.0
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,,235,220 km/h,7.0,37490.0,Petrol,5,350.0
Cadillac,XT5,3.6L V6 Gasoline,,310,210 km/h,6.0,44195.0,Petrol,5,366.0
Cadillac,XT6,3.6L V6 Gasoline,,310,210 km/h,6.0,48595.0,Petrol,7,366.0
Cadillac,Lyriq EV,Single Electric Motor,,340,190 km/h,5.0,58590.0,Electric,5,440.0
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,,682,200 km/h,4.0,149990.0,Petrol,7,885.0
Cadillac,Escalade Platinum,6.2L V8 Gasoline,,420,210 km/h,6.0,104595.0,Petrol,7,624.0
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,,668,320 km/h,3.0,92000.0,Petrol,5,893.0
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,,472,290 km/h,3.0,60495.0,Petrol,5,603.0
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,,235,220 km/h,7.0,41390.0,Petrol,5,350.0
Cadillac,XT5 Sport,3.6L V6 Gasoline,,310,210 km/h,6.0,51095.0,Petrol,5,366.0
Cadillac,XT6 Sport,3.6L V6 Gasoline,,310,210 km/h,6.0,57095.0,Petrol,7,366.0
Cadillac,Lyriq Launch Edition,Single Electric Motor,,340,190 km/h,5.0,59990.0,Electric,5,440.0
Cadillac,Lyriq EV Premium,Dual Electric Motors,,500,210 km/h,4.0,64990.0,Electric,5,620.0
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,,237,240 km/h,6.0,41290.0,Petrol,5,350.0
Chevrolet,Spark,1.4L Inline-4 Gasoline,,98,180 km/h,10.0,14595.0,Petrol,5,127.0
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,,138,190 km/h,8.0,16720.0,Petrol,5,200.0
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,,160,210 km/h,8.0,25000.0,Petrol,5,250.0
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,,275,240 km/h,5.0,26400.0,Petrol,4,400.0
Chevrolet,Corvette,6.2L V8 Gasoline,,495,312 km/h,3.0,65895.0,Petrol,2,637.0
Chevrolet,Traverse,3.6L V6 Gasoline,,310,210 km/h,7.0,35915.0,Petrol,7,360.0
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,,170,200 km/h,8.0,26600.0,Petrol,5,275.0
Chevrolet,Blazer,3.6L V6 Gasoline,,308,220 km/h,6.0,44000.0,Petrol,5,366.0
Chevrolet,Tahoe,5.3L V8 Gasoline,,355,200 km/h,7.0,56995.0,Petrol,7,519.0
Chevrolet,Suburban,5.3L V8 Gasoline,,355,190 km/h,7.0,59900.0,Petrol,8,519.0
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,,310,190 km/h,6.0,30695.0,Petrol,5,583.0
